Order_ID,Customer_ID,Order_Date,Product_ID,Quantity,Discount,Payment_Method,Year,Month,Month_Name,Quarter,Product_Name,Category,Sub_Category,Unit_Price,Unit_Cost,Revenue,Cost,Profit,Profit_Margin,Customer_Name,Gender,Age,City,State
50022,1240,2025-12-31,2012,2,0.1,UPI,2025,12,December,4,Bedside Lamp,Home,Lighting,1400,700,2520.0,1400,1120.0,44.44444444444444,Sneha Gupta,Female,43,Bengaluru,Karnataka
50023,1047,2024-11-21,2020,3,0.05,Credit Card,2024,11,November,4,Dumbbell Set,Sports,Fitness,3500,1800,9975.0,5400,4575.0,45.86466165413533,Amit Verma,Female,50,Mumbai,Maharashtra
50024,1475,2025-09-23,2009,4,0.05,Net Banking,2025,9,September,3,Office Chair,Furniture,Chairs,8500,5500,32300.0,22000,10300.0,31.88854489164087,Pooja Gupta,Female,38,Mumbai,Maharashtra
50025,1399,2025-09-04,2007,1,0.15,Cash on Delivery,2025,9,September,3,Bluetooth Headphones,Electronics,Audio,3500,1800,2975.0,1800,1175.0,39.49579831932773,Riya Das,Male,47,Lucknow,Uttar Pradesh
50026,1198,2025-06-29,2019,1,0.0,Credit Card,2025,6,June,2,Yoga Mat,Sports,Fitness,1000,500,1000.0,500,500.0,50.0,Amit Sharma,Female,54,Hyderabad,Telangana
50027,1047,2025-08-18,2020,4,0.1,Cash on Delivery,2025,8,August,3,Dumbbell Set,Sports,Fitness,3500,1800,12600.0,7200,5400.0,42.857142857142854,Amit Verma,Female,50,Mumbai,Maharashtra
50028,1078,2025-12-08,2011,2,0.0,Cash on Delivery,2025,12,December,4,Bookshelf,Furniture,Storage,5200,3000,10400.0,6000,4400.0,42.30769230769231,Pooja Das,Female,56,Lucknow,Uttar Pradesh
50029,1124,2024-07-20,2012,1,0.0,Cash on Delivery,2024,7,July,3,Bedside Lamp,Home,Lighting,1400,700,1400.0,700,700.0,50.0,Pooja Sharma,Female,46,Pune,Maharashtra
50030,1075,2024-12-09,2003,2,0.05,Net Banking,2024,12,December,4,Wireless Mouse,Electronics,Accessories,900,500,1710.0,1000,710.0,41.52046783625731,Ananya Patel,Male,30,Jaipur,Rajasthan
50031,1359,2025-06-06,2017,5,0.15,Credit Card,2025,6,June,2,Backpack,Fashion,Bags,1800,900,7650.0,4500,3150.0,41.17647058823529,Karan Sharma,Male,45,Kolkata,West Bengal
50032,1137,2025-02-03,2007,3,0.0,Credit Card,2025,2,February,1,Bluetooth Headphones,Electronics,Audio,3500,1800,10500.0,5400,5100.0,48.57142857142857,Priya Das,Female,52,Lucknow,Uttar Pradesh
50033,1090,2024-08-05,2010,3,0.1,Cash on Delivery,2024,8,August,3,Study Table,Furniture,Tables,7500,4500,20250.0,13500,6750.0,33.33333333333333,Riya Das,Female,26,Bengaluru,Karnataka
50034,1400,2025-03-20,2015,1,0.1,UPI,2025,3,March,1,Running Shoes,Fashion,Footwear,3200,1800,2880.0,1800,1080.0,37.5,Pooja Sharma,Male,35,Jaipur,Rajasthan
50035,1325,2024-08-09,2002,4,0.0,Debit Card,2024,8,August,3,Laptop Air 13,Electronics,Laptops,65000,48000,260000.0,192000,68000.0,26.153846153846157,Neha Singh,Female,36,Mumbai,Maharashtra
50036,1500,2025-01-17,2013,2,0.1,UPI,2025,1,January,1,Coffee Maker,Home,Kitchen,4200,2200,7560.0,4400,3160.0,41.7989417989418,Sneha Kumar,Male,23,Bengaluru,Karnataka
50037,1061,2025-08-14,2004,4,0.2,Net Banking,2025,8,August,3,Mechanical Keyboard,Electronics,Accessories,3200,1800,10240.0,7200,3040.0,29.6875,Rahul Verma,Female,45,Hyderabad,Telangana
50038,1138,2024-01-07,2018,1,0.1,Debit Card,2024,1,January,1,Jacket,Fashion,Clothing,3500,1800,3150.0,1800,1350.0,42.857142857142854,Ananya Sharma,Male,46,Chennai,Tamil Nadu
50039,1050,2024-09-28,2001,1,0.0,UPI,2024,9,September,3,Laptop Pro 14,Electronics,Laptops,85000,65000,85000.0,65000,20000.0,23.52941176470588,Vikas Mehta,Male,25,Jaipur,Rajasthan
50040,1259,2024-01-16,2002,2,0.1,Credit Card,2024,1,January,1,Laptop Air 13,Electronics,Laptops,65000,48000,117000.0,96000,21000.0,17.94871794871795,Arjun Sharma,Male,60,Lucknow,Uttar Pradesh
50041,1461,2025-02-27,2002,1,0.1,UPI,2025,2,February,1,Laptop Air 13,Electronics,Laptops,65000,48000,58500.0,48000,10500.0,17.94871794871795,Raj Patel,Male,32,Pune,Maharashtra
50042,1107,2025-06-07,2004,3,0.0,Cash on Delivery,2025,6,June,2,Mechanical Keyboard,Electronics,Accessories,3200,1800,9600.0,5400,4200.0,43.75,Arjun Gupta,Male,23,Bengaluru,Karnataka
50043,1113,2024-01-21,2003,4,0.0,Net Banking,2024,1,January,1,Wireless Mouse,Electronics,Accessories,900,500,3600.0,2000,1600.0,44.44444444444444,Karan Patel,Female,31,Chennai,Tamil Nadu
50044,1350,2025-11-20,2017,3,0.0,UPI,2025,11,November,4,Backpack,Fashion,Bags,1800,900,5400.0,2700,2700.0,50.0,Neha Gupta,Male,27,Mumbai,Maharashtra
50045,1254,2024-08-15,2014,4,0.0,UPI,2024,8,August,3,Air Fryer,Home,Kitchen,6000,3500,24000.0,14000,10000.0,41.66666666666667,Neha Patel,Female,51,Jaipur,Rajasthan
50046,1118,2024-10-14,2002,2,0.05,Debit Card,2024,10,October,4,Laptop Air 13,Electronics,Laptops,65000,48000,123500.0,96000,27500.0,22.267206477732792,Raj Singh,Female,29,Pune,Maharashtra
50047,1493,2024-05-13,2016,3,0.1,Cash on Delivery,2024,5,May,2,Casual Sneakers,Fashion,Footwear,2600,1400,7020.0,4200,2820.0,40.17094017094017,Riya Verma,Female,54,Jaipur,Rajasthan
50048,1198,2024-10-09,2011,3,0.05,Debit Card,2024,10,October,4,Bookshelf,Furniture,Storage,5200,3000,14820.0,9000,5820.0,39.27125506072874,Amit Sharma,Female,54,Hyderabad,Telangana
50049,1337,2025-02-07,2013,3,0.2,Net Banking,2025,2,February,1,Coffee Maker,Home,Kitchen,4200,2200,10080.0,6600,3480.0,34.523809523809526,Ananya Verma,Male,38,Mumbai,Maharashtra
50050,1365,2025-10-26,2001,2,0.1,Net Banking,2025,10,October,4,Laptop Pro 14,Electronics,Laptops,85000,65000,153000.0,130000,23000.0,15.032679738562091,Rahul Sharma,Male,51,Chennai,Tamil Nadu
50051,1051,2024-03-06,2002,2,0.15,Cash on Delivery,2024,3,March,1,Laptop Air 13,Electronics,Laptops,65000,48000,110500.0,96000,14500.0,13.122171945701359,Raj Singh,Female,28,Bengaluru,Karnataka
50052,1245,2025-10-10,2002,3,0.1,Debit Card,2025,10,October,4,Laptop Air 13,Electronics,Laptops,65000,48000,175500.0,144000,31500.0,17.94871794871795,Ananya Patel,Male,54,Kolkata,West Bengal
50053,1403,2025-08-26,2005,1,0.0,Cash on Delivery,2025,8,August,3,Smartphone X,Electronics,Mobiles,32000,22000,32000.0,22000,10000.0,31.25,Raj Mehta,Female,21,Pune,Maharashtra
50054,1426,2025-03-12,2004,3,0.1,Debit Card,2025,3,March,1,Mechanical Keyboard,Electronics,Accessories,3200,1800,8640.0,5400,3240.0,37.5,Raj Mehta,Male,39,Ahmedabad,Gujarat
50055,1035,2024-09-15,2012,4,0.15,Credit Card,2024,9,September,3,Bedside Lamp,Home,Lighting,1400,700,4760.0,2800,1960.0,41.17647058823529,Riya Das,Female,30,Pune,Maharashtra
50056,1302,2024-04-12,2003,2,0.0,Cash on Delivery,2024,4,April,2,Wireless Mouse,Electronics,Accessories,900,500,1800.0,1000,800.0,44.44444444444444,Neha Mehta,Male,23,Jaipur,Rajasthan
50057,1410,2025-07-20,2020,3,0.0,Net Banking,2025,7,July,3,Dumbbell Set,Sports,Fitness,3500,1800,10500.0,5400,5100.0,48.57142857142857,Sneha Gupta,Male,27,Chennai,Tamil Nadu
50058,1499,2024-04-10,2010,3,0.05,Debit Card,2024,4,April,2,Study Table,Furniture,Tables,7500,4500,21375.0,13500,7875.0,36.84210526315789,Vikas Kumar,Male,50,Lucknow,Uttar Pradesh
50059,1069,2024-07-16,2020,2,0.05,Credit Card,2024,7,July,3,Dumbbell Set,Sports,Fitness,3500,1800,6650.0,3600,3050.0,45.86466165413533,Riya Das,Male,50,Pune,Maharashtra
50060,1349,2024-08-13,2018,2,0.05,Net Banking,2024,8,August,3,Jacket,Fashion,Clothing,3500,1800,6650.0,3600,3050.0,45.86466165413533,Pooja Gupta,Male,31,Mumbai,Maharashtra
50061,1320,2025-04-07,2010,4,0.0,Debit Card,2025,4,April,2,Study Table,Furniture,Tables,7500,4500,30000.0,18000,12000.0,40.0,Amit Singh,Male,51,Mumbai,Maharashtra
50062,1421,2024-08-24,2001,2,0.05,Credit Card,2024,8,August,3,Laptop Pro 14,Electronics,Laptops,85000,65000,161500.0,130000,31500.0,19.5046439628483,Karan Gupta,Female,18,Hyderabad,Telangana
50063,1468,2024-01-26,2006,1,0.1,Net Banking,2024,1,January,1,Smartphone Lite,Electronics,Mobiles,16000,11000,14400.0,11000,3400.0,23.61111111111111,Priya Singh,Female,26,Mumbai,Maharashtra
50064,1049,2024-04-30,2011,3,0.05,Net Banking,2024,4,April,2,Bookshelf,Furniture,Storage,5200,3000,14820.0,9000,5820.0,39.27125506072874,Ananya Das,Female,58,Pune,Maharashtra
50065,1405,2025-05-20,2002,2,0.1,Credit Card,2025,5,May,2,Laptop Air 13,Electronics,Laptops,65000,48000,117000.0,96000,21000.0,17.94871794871795,Amit Mehta,Female,42,Kolkata,West Bengal
50066,1074,2024-06-30,2007,3,0.1,Net Banking,2024,6,June,2,Bluetooth Headphones,Electronics,Audio,3500,1800,9450.0,5400,4050.0,42.857142857142854,Ananya Das,Male,50,Chennai,Tamil Nadu
50067,1192,2025-12-11,2020,1,0.1,Debit Card,2025,12,December,4,Dumbbell Set,Sports,Fitness,3500,1800,3150.0,1800,1350.0,42.857142857142854,Rahul Das,Male,23,Pune,Maharashtra
50068,1261,2025-09-25,2018,1,0.0,Debit Card,2025,9,September,3,Jacket,Fashion,Clothing,3500,1800,3500.0,1800,1700.0,48.57142857142857,Sneha Sharma,Female,55,Mumbai,Maharashtra
50069,1356,2025-06-26,2019,4,0.1,Net Banking,2025,6,June,2,Yoga Mat,Sports,Fitness,1000,500,3600.0,2000,1600.0,44.44444444444444,Vikas Patel,Male,25,Kolkata,West Bengal
50070,1070,2024-11-10,2004,1,0.0,UPI,2024,11,November,4,Mechanical Keyboard,Electronics,Accessories,3200,1800,3200.0,1800,1400.0,43.75,Arjun Kumar,Female,50,Lucknow,Uttar Pradesh
50071,1090,2025-09-09,2013,3,0.05,Credit Card,2025,9,September,3,Coffee Maker,Home,Kitchen,4200,2200,11970.0,6600,5370.0,44.86215538847117,Riya Das,Female,26,Bengaluru,Karnataka
50072,1260,2024-09-29,2018,3,0.1,UPI,2024,9,September,3,Jacket,Fashion,Clothing,3500,1800,9450.0,5400,4050.0,42.857142857142854,Ananya Sharma,Male,40,Mumbai,Maharashtra
50073,1126,2024-08-19,2020,3,0.0,Debit Card,2024,8,August,3,Dumbbell Set,Sports,Fitness,3500,1800,10500.0,5400,5100.0,48.57142857142857,Priya Singh,Male,35,Hyderabad,Telangana
50074,1231,2025-02-23,2013,1,0.05,Net Banking,2025,2,February,1,Coffee Maker,Home,Kitchen,4200,2200,3990.0,2200,1790.0,44.86215538847117,Vikas Mehta,Male,45,Hyderabad,Telangana
50075,1295,2025-03-17,2019,2,0.0,Cash on Delivery,2025,3,March,1,Yoga Mat,Sports,Fitness,1000,500,2000.0,1000,1000.0,50.0,Karan Das,Female,33,Delhi,Delhi
50076,1498,2025-05-10,2017,4,0.0,Cash on Delivery,2025,5,May,2,Backpack,Fashion,Bags,1800,900,7200.0,3600,3600.0,50.0,Amit Patel,Female,25,Pune,Maharashtra
50077,1419,2024-01-24,2001,2,0.05,UPI,2024,1,January,1,Laptop Pro 14,Electronics,Laptops,85000,65000,161500.0,130000,31500.0,19.5046439628483,Rahul Das,Female,21,Chennai,Tamil Nadu
50078,1129,2024-04-18,2006,2,0.25,UPI,2024,4,April,2,Smartphone Lite,Electronics,Mobiles,16000,11000,24000.0,22000,2000.0,8.333333333333332,Priya Verma,Female,36,Pune,Maharashtra
50079,1280,2025-12-03,2019,2,0.05,UPI,2025,12,December,4,Yoga Mat,Sports,Fitness,1000,500,1900.0,1000,900.0,47.368421052631575,Riya Patel,Female,47,Pune,Maharashtra
50080,1313,2025-05-16,2020,1,0.1,Debit Card,2025,5,May,2,Dumbbell Set,Sports,Fitness,3500,1800,3150.0,1800,1350.0,42.857142857142854,Pooja Kumar,Male,21,Lucknow,Uttar Pradesh
50081,1100,2024-01-25,2001,4,0.1,Debit Card,2024,1,January,1,Laptop Pro 14,Electronics,Laptops,85000,65000,306000.0,260000,46000.0,15.032679738562091,Karan Sharma,Female,45,Jaipur,Rajasthan
50082,1326,2024-07-05,2008,4,0.1,Net Banking,2024,7,July,3,Smart Watch,Electronics,Wearables,5000,2500,18000.0,10000,8000.0,44.44444444444444,Pooja Das,Female,28,Ahmedabad,Gujarat
50083,1297,2024-10-14,2017,5,0.2,Debit Card,2024,10,October,4,Backpack,Fashion,Bags,1800,900,7200.0,4500,2700.0,37.5,Arjun Singh,Male,22,Chennai,Tamil Nadu
50084,1182,2025-09-19,2015,2,0.15,Net Banking,2025,9,September,3,Running Shoes,Fashion,Footwear,3200,1800,5440.0,3600,1840.0,33.82352941176471,Raj Sharma,Male,54,Chennai,Tamil Nadu
50085,1174,2024-12-03,2018,3,0.15,Net Banking,2024,12,December,4,Jacket,Fashion,Clothing,3500,1800,8925.0,5400,3525.0,39.49579831932773,Ananya Sharma,Female,25,Delhi,Delhi
50086,1316,2024-02-06,2007,1,0.2,UPI,2024,2,February,1,Bluetooth Headphones,Electronics,Audio,3500,1800,2800.0,1800,1000.0,35.714285714285715,Sneha Verma,Female,21,Ahmedabad,Gujarat
50087,1364,2024-05-16,2016,2,0.0,Cash on Delivery,2024,5,May,2,Casual Sneakers,Fashion,Footwear,2600,1400,5200.0,2800,2400.0,46.15384615384615,Arjun Sharma,Female,22,Kolkata,West Bengal
50088,1188,2025-05-22,2007,2,0.1,UPI,2025,5,May,2,Bluetooth Headphones,Electronics,Audio,3500,1800,6300.0,3600,2700.0,42.857142857142854,Pooja Verma,Female,42,Ahmedabad,Gujarat
50089,1057,2024-08-14,2017,4,0.2,Debit Card,2024,8,August,3,Backpack,Fashion,Bags,1800,900,5760.0,3600,2160.0,37.5,Karan Gupta,Female,49,Mumbai,Maharashtra
50090,1031,2024-11-15,2004,3,0.1,Unknown,2024,11,November,4,Mechanical Keyboard,Electronics,Accessories,3200,1800,8640.0,5400,3240.0,37.5,Vikas Sharma,Male,19,Lucknow,Uttar Pradesh
50091,1084,2024-06-30,2012,4,0.25,Debit Card,2024,6,June,2,Bedside Lamp,Home,Lighting,1400,700,4200.0,2800,1400.0,33.33333333333333,Raj Kumar,Female,51,Delhi,Delhi
50092,1152,2024-03-26,2013,4,0.0,Cash on Delivery,2024,3,March,1,Coffee Maker,Home,Kitchen,4200,2200,16800.0,8800,8000.0,47.61904761904761,Ananya Verma,Female,41,Pune,Maharashtra
50093,1473,2025-04-11,2004,4,0.05,Debit Card,2025,4,April,2,Mechanical Keyboard,Electronics,Accessories,3200,1800,12160.0,7200,4960.0,40.78947368421053,Raj Sharma,Female,52,Ahmedabad,Gujarat
50094,1036,2024-02-22,2001,1,0.25,Cash on Delivery,2024,2,February,1,Laptop Pro 14,Electronics,Laptops,85000,65000,63750.0,65000,-1250.0,-1.9607843137254901,Raj Gupta,Female,34,Chennai,Tamil Nadu
50095,1213,2024-08-22,2001,3,0.05,Credit Card,2024,8,August,3,Laptop Pro 14,Electronics,Laptops,85000,65000,242250.0,195000,47250.0,19.5046439628483,Neha Mehta,Male,27,Pune,Maharashtra
50096,1414,2025-03-08,2007,2,0.15,Credit Card,2025,3,March,1,Bluetooth Headphones,Electronics,Audio,3500,1800,5950.0,3600,2350.0,39.49579831932773,Ananya Mehta,Female,24,Delhi,Delhi
50097,1408,2025-05-10,2009,2,0.0,Net Banking,2025,5,May,2,Office Chair,Furniture,Chairs,8500,5500,17000.0,11000,6000.0,35.294117647058826,Riya Das,Male,24,Ahmedabad,Gujarat
50098,1364,2024-04-09,2001,1,0.1,Debit Card,2024,4,April,2,Laptop Pro 14,Electronics,Laptops,85000,65000,76500.0,65000,11500.0,15.032679738562091,Arjun Sharma,Female,22,Kolkata,West Bengal
50099,1106,2025-08-21,2016,2,0.2,Net Banking,2025,8,August,3,Casual Sneakers,Fashion,Footwear,2600,1400,4160.0,2800,1360.0,32.69230769230769,Raj Patel,Male,21,Chennai,Tamil Nadu
50100,1414,2025-02-06,2018,1,0.05,UPI,2025,2,February,1,Jacket,Fashion,Clothing,3500,1800,3325.0,1800,1525.0,45.86466165413533,Ananya Mehta,Female,24,Delhi,Delhi
50101,1342,2025-01-30,2015,2,0.0,UPI,2025,1,January,1,Running Shoes,Fashion,Footwear,3200,1800,6400.0,3600,2800.0,43.75,Ananya Mehta,Female,49,Lucknow,Uttar Pradesh
50102,1220,2025-06-10,2006,3,0.0,UPI,2025,6,June,2,Smartphone Lite,Electronics,Mobiles,16000,11000,48000.0,33000,15000.0,31.25,Pooja Das,Female,25,Jaipur,Rajasthan
50103,1391,2025-02-18,2002,4,0.2,UPI,2025,2,February,1,Laptop Air 13,Electronics,Laptops,65000,48000,208000.0,192000,16000.0,7.6923076923076925,Riya Mehta,Male,44,Lucknow,Uttar Pradesh
50104,1163,2025-09-04,2009,3,0.15,UPI,2025,9,September,3,Office Chair,Furniture,Chairs,8500,5500,21675.0,16500,5175.0,23.875432525951556,Sneha Kumar,Male,56,Lucknow,Uttar Pradesh
50105,1439,2025-11-07,2004,2,0.0,Debit Card,2025,11,November,4,Mechanical Keyboard,Electronics,Accessories,3200,1800,6400.0,3600,2800.0,43.75,Karan Verma,Male,44,Hyderabad,Telangana
50106,1220,2025-04-07,2013,2,0.0,Net Banking,2025,4,April,2,Coffee Maker,Home,Kitchen,4200,2200,8400.0,4400,4000.0,47.61904761904761,Pooja Das,Female,25,Jaipur,Rajasthan
50107,1270,2025-06-24,2011,1,0.15,Net Banking,2025,6,June,2,Bookshelf,Furniture,Storage,5200,3000,4420.0,3000,1420.0,32.126696832579185,Amit Gupta,Female,46,Chennai,Tamil Nadu
50108,1120,2025-09-17,2013,1,0.15,Cash on Delivery,2025,9,September,3,Coffee Maker,Home,Kitchen,4200,2200,3570.0,2200,1370.0,38.37535014005603,Raj Kumar,Female,42,Lucknow,Uttar Pradesh
50109,1394,2025-09-10,2011,1,0.0,UPI,2025,9,September,3,Bookshelf,Furniture,Storage,5200,3000,5200.0,3000,2200.0,42.30769230769231,Raj Sharma,Male,52,Ahmedabad,Gujarat
50110,1336,2024-12-29,2019,5,0.05,Credit Card,2024,12,December,4,Yoga Mat,Sports,Fitness,1000,500,4750.0,2500,2250.0,47.368421052631575,Rahul Verma,Male,32,Bengaluru,Karnataka
50111,1400,2024-05-09,2008,2,0.15,Cash on Delivery,2024,5,May,2,Smart Watch,Electronics,Wearables,5000,2500,8500.0,5000,3500.0,41.17647058823529,Pooja Sharma,Male,35,Jaipur,Rajasthan
50112,1182,2024-03-24,2007,1,0.1,Cash on Delivery,2024,3,March,1,Bluetooth Headphones,Electronics,Audio,3500,1800,3150.0,1800,1350.0,42.857142857142854,Raj Sharma,Male,54,Chennai,Tamil Nadu
50113,1479,2024-09-27,2016,1,0.2,Debit Card,2024,9,September,3,Casual Sneakers,Fashion,Footwear,2600,1400,2080.0,1400,680.0,32.69230769230769,Karan Verma,Male,56,Chennai,Tamil Nadu
50114,1106,2024-08-31,2003,2,0.1,Cash on Delivery,2024,8,August,3,Wireless Mouse,Electronics,Accessories,900,500,1620.0,1000,620.0,38.2716049382716,Raj Patel,Male,21,Chennai,Tamil Nadu
50115,1217,2025-01-22,2017,2,0.1,Credit Card,2025,1,January,1,Backpack,Fashion,Bags,1800,900,3240.0,1800,1440.0,44.44444444444444,Riya Sharma,Male,18,Jaipur,Rajasthan
50116,1205,2024-08-01,2018,1,0.1,Net Banking,2024,8,August,3,Jacket,Fashion,Clothing,3500,1800,3150.0,1800,1350.0,42.857142857142854,Arjun Gupta,Female,48,Bengaluru,Karnataka
50117,1070,2024-06-14,2015,4,0.2,Cash on Delivery,2024,6,June,2,Running Shoes,Fashion,Footwear,3200,1800,10240.0,7200,3040.0,29.6875,Arjun Kumar,Female,50,Lucknow,Uttar Pradesh
50118,1044,2024-02-28,2017,1,0.05,Debit Card,2024,2,February,1,Backpack,Fashion,Bags,1800,900,1710.0,900,810.0,47.368421052631575,Pooja Sharma,Female,49,Lucknow,Uttar Pradesh
50119,1329,2025-08-24,2011,1,0.0,UPI,2025,8,August,3,Bookshelf,Furniture,Storage,5200,3000,5200.0,3000,2200.0,42.30769230769231,Pooja Gupta,Male,24,Delhi,Delhi
50120,1301,2025-05-18,2005,1,0.05,Credit Card,2025,5,May,2,Smartphone X,Electronics,Mobiles,32000,22000,30400.0,22000,8400.0,27.631578947368425,Pooja Das,Female,19,Chennai,Tamil Nadu
50121,1228,2025-12-06,2016,2,0.15,UPI,2025,12,December,4,Casual Sneakers,Fashion,Footwear,2600,1400,4420.0,2800,1620.0,36.65158371040724,Neha Gupta,Male,54,Pune,Maharashtra
50122,1184,2024-05-02,2015,1,0.1,Cash on Delivery,2024,5,May,2,Running Shoes,Fashion,Footwear,3200,1800,2880.0,1800,1080.0,37.5,Sneha Kumar,Male,55,Delhi,Delhi
50123,1107,2025-10-09,2010,1,0.05,Net Banking,2025,10,October,4,Study Table,Furniture,Tables,7500,4500,7125.0,4500,2625.0,36.84210526315789,Arjun Gupta,Male,23,Bengaluru,Karnataka
50124,1084,2025-02-16,2014,1,0.1,Debit Card,2025,2,February,1,Air Fryer,Home,Kitchen,6000,3500,5400.0,3500,1900.0,35.18518518518518,Raj Kumar,Female,51,Delhi,Delhi
50125,1338,2024-05-18,2002,2,0.0,Credit Card,2024,5,May,2,Laptop Air 13,Electronics,Laptops,65000,48000,130000.0,96000,34000.0,26.153846153846157,Neha Patel,Female,36,Lucknow,Uttar Pradesh
50126,1250,2024-08-16,2016,1,0.0,Net Banking,2024,8,August,3,Casual Sneakers,Fashion,Footwear,2600,1400,2600.0,1400,1200.0,46.15384615384615,Raj Verma,Female,59,Delhi,Delhi
50127,1363,2024-09-30,2019,1,0.05,Credit Card,2024,9,September,3,Yoga Mat,Sports,Fitness,1000,500,950.0,500,450.0,47.368421052631575,Priya Sharma,Female,29,Kolkata,West Bengal
50128,1441,2025-03-14,2008,2,0.1,Debit Card,2025,3,March,1,Smart Watch,Electronics,Wearables,5000,2500,9000.0,5000,4000.0,44.44444444444444,Pooja Gupta,Female,21,Pune,Maharashtra
